AccType,ClientId,BeginDate,EndDate,BeginQ,EndQ,PD,LGD,"Interest rate",Status,Random,"Default function"
L,8150,85,125,2300,2330.16,0.08,0.2,0.0826,Active,0.23,0.24915602556524
L,8151,85,145,700,741.47,0.18,0.8,0.2488,Active,0.09,0.107749562680963
L,8152,85,175,2300,2355.86,0.03,0.2,0.068,Active,0.09,0.0927409080558165
L,8153,85,165,7100,7259.58,0.04,0.2,0.0708,Active,0.99,1.03040266645046
L,8154,85,105,100,100.64,0.03,0.6,0.0804,Active,0.71,0.731622719106997
L,8155,85,145,3700,3813.82,0.11,0.5,0.1292,Active,0.24,0.267906736910129
L,8156,85,135,4300,4355.12,0.01,0.4,0.0646,Active,0.38,0.383819063491984
L,8157,85,235,5900,6431,0.14,0.5,0.1512,Active,0.9,1.0352464189715
L,8158,85,105,3900,3941.26,0.1,0.6,0.1333,Active,0.4,0.442068367230259
L,8159,85,215,9200,9964.11,0.18,0.4,0.161,Active,0.59,0.706358244241868
L,8160,85,185,8500,8789.07,0.09,0.2,0.0857,Active,0.96,1.050407312357
L,8161,85,165,2900,2963.89,0.02,0.4,0.0694,Active,0.55,0.561110737014716
L,8162,85,225,5900,6118.63,0.01,0.6,0.0667,Active,0.93,0.939346655388276
L,8163,85,195,3400,3590.86,0.16,0.3,0.1286,Active,0.14,0.164291521938853
L,8164,85,135,6000,6075.71,0.01,0.3,0.0636,Active,0.71,0.717135618629759
L,8165,85,125,4000,4048.63,0.06,0.2,0.0766,Active,0.3,0.318550963963608
L,8166,85,175,2900,2976.85,0.03,0.4,0.0742,Active,0.34,0.350354541544196
L,8167,85,215,9600,10614.25,0.16,0.7,0.2048,Active,0.99,1.16177576228189
L,8168,85,215,4800,5081.79,0.13,0.3,0.1138,Active,0.67,0.763015016827497
L,8169,85,135,700,713.26,0.12,0.2,0.0955,Active,0.29,0.326974086958019
L,8170,85,195,7900,8589.68,0.2,0.5,0.2,Active,0.85,1.03819234443614
L,8171,85,215,9300,9966.87,0.18,0.3,0.139,Active,0.37,0.44297042435507
L,8172,85,195,3300,3531.92,0.18,0.4,0.161,Active,0.78,0.933829543235012
L,8173,85,185,4900,5191.67,0.12,0.6,0.15,Active,0.5,0.563748425789688
L,8174,85,145,5700,5820.65,0.1,0.2,0.0889,Active,0.63,0.696257678387658
L,8175,85,235,5800,6176.65,0.12,0.3,0.1091,Active,0.13,0.146574590705319
L,8176,85,135,1900,1952.4,0.18,0.3,0.139,Active,0.32,0.383109556198979
L,8177,85,235,5100,5390.21,0.09,0.3,0.0956,Active,0.25,0.273543570926303
L,8178,85,115,6700,6784.15,0.09,0.4,0.1055,Active,0.97,1.06134905519405
L,8179,85,215,5600,5828.8,0.04,0.4,0.0792,Active,0.85,0.88468915806353
L,8180,85,215,2600,2779.33,0.17,0.3,0.1337,Active,0.64,0.758595104845034
L,8181,85,105,9100,9153.59,0.03,0.4,0.0742,Active,0.28,0.288527269506985
L,8182,85,105,2300,2324.62,0.14,0.4,0.1349,Active,0.31,0.35658487764574
L,8183,85,195,8700,9059.63,0.05,0.6,0.0947,Active,0.14,0.147177953492643
L,8270,86,166,3500,3579.33,0.02,0.5,0.0714,Active,0.25,0.255050335006689
L,8271,86,166,7400,7566.32,0.04,0.2,0.0708,Active,0.78,0.811832403870063
L,8272,86,116,3000,3071.43,0.14,0.8,0.2,Active,0.68,0.782186183222915
L,8273,86,116,9900,10042.61,0.19,0.2,0.121,Active,0.35,0.423237359180038
L,8274,86,196,5400,5811.79,0.17,0.5,0.1747,Active,0.67,0.794154250384645
L,8275,86,196,5600,5757.91,0.01,0.4,0.0646,Active,0.42,0.424221070175351
L,8276,86,106,5900,5931.51,0.02,0.3,0.0673,Active,0.96,0.979393286425685
L,8277,86,236,9100,10209.33,0.16,0.7,0.2048,Active,0.78,0.915338479373612
L,8278,86,226,3200,3316.09,0.02,0.2,0.0653,Active,0.86,0.87737315242301
L,8279,86,196,6000,6321.36,0.12,0.4,0.1227,Active,0.49,0.552473457273894
L,8280,86,126,3000,3045.1,0.05,0.6,0.0947,Active,0.67,0.704351634571936
L,8281,86,106,4100,4128.34,0.07,0.3,0.0871,Active,0.9,0.965257363128795
L,8282,86,146,2200,2260.45,0.09,0.5,0.1154,Active,0.02,0.0218834856741042
L,8283,86,216,8600,9155.89,0.09,0.6,0.1253,Active,0.97,1.06134905519405
L,8284,86,136,8200,8391.01,0.08,0.6,0.1174,Active,0.8,0.866629654139967
L,8285,86,116,9700,9785.68,0.03,0.4,0.0742,Active,0.6,0.61827272037211
L,8286,86,236,2300,2439.78,0.06,0.6,0.1021,Active,0.44,0.467208080479958
L,8287,86,206,8900,9227.6,0.03,0.5,0.0773,Active,0.54,0.556445448334899
L,8288,86,166,7200,7523.66,0.11,0.6,0.1416,Active,0.42,0.468836789592726
L,8289,86,176,9700,9973.33,0.05,0.3,0.0789,Active,0.38,0.399483016622889
L,8290,86,236,8300,8788.61,0.13,0.2,0.0989,Active,0.98,1.11605181565813
L,8291,86,136,8600,8763.47,0.04,0.8,0.0958,Active,0.14,0.145713508386934
L,8292,86,116,6700,6841.42,0.12,0.8,0.1773,Active,0.54,0.608848299852863
L,8293,86,156,3800,3942.39,0.14,0.4,0.1349,Active,0.53,0.609645113394331
L,8294,86,156,1400,1442.19,0.06,0.7,0.1085,Active,0.67,0.711430486185391
L,8295,86,106,10000,10100.08,0.08,0.7,0.1261,Active,0.89,0.964125490230713
L,8296,86,226,2700,2869.95,0.17,0.2,0.1133,Active,0.17,0.201501824724462
L,8297,86,196,7800,8023.69,0.01,0.5,0.0657,Active,0.17,0.171708528404309
L,8298,86,116,900,917.86,0.16,0.5,0.1667,Active,0.79,0.92707358808353
L,8299,86,156,4500,4651.25,0.19,0.2,0.121,Active,0.57,0.689272270664633
L,8300,86,226,2900,3123.94,0.18,0.3,0.139,Active,0.65,0.778191286029177
L,8301,86,156,2300,2373.73,0.09,0.5,0.1154,Active,0.86,0.940989883986481
L,8302,86,126,8800,9015.39,0.17,0.4,0.1542,Active,0.2,0.237060970264073
L,8303,86,226,500,528.39,0.07,0.5,0.1022,Active,0.98,1.05105801762913
L,8304,86,166,8100,8289.51,0.05,0.2,0.0737,Active,0.67,0.704351634571936
L,8305,86,106,500,504.9,0.15,0.3,0.1235,Active,0.55,0.639008833500556
L,8306,86,146,6200,6421.43,0.12,0.6,0.15,Active,0.86,0.969647292358263
L,8307,86,156,4600,4834.73,0.14,0.7,0.1837,Active,0.78,0.897213563108637
L,8308,86,186,7100,7312.72,0.02,0.7,0.0755,Active,0.59,0.601918790615786
L,8309,86,186,6200,6434.96,0.12,0.2,0.0955,Active,0.41,0.462273709147544
L,8310,86,196,5300,5634.07,0.19,0.3,0.1444,Active,0.93,1.12460212582124
L,8311,86,196,7400,7803.77,0.2,0.2,0.125,Active,0.72,0.879409985875322
L,8312,86,126,6600,6729.38,0.15,0.3,0.1235,Active,0.26,0.302076903109354
L,8313,86,226,2200,2396.78,0.18,0.4,0.161,Active,0.51,0.610580855192123
L,8314,86,236,400,429.1,0.1,0.5,0.1222,Active,0.35,0.386809821326477
L,8315,86,166,8900,9419.03,0.14,0.7,0.1837,Active,0.47,0.540628685462897
L,8316,86,116,5900,6014.91,0.12,0.7,0.1636,Active,0.73,0.823072701652944
L,8317,86,236,8500,8879.46,0.04,0.3,0.075,Active,0.39,0.405916201935031
L,8318,86,196,3100,3260.49,0.14,0.3,0.1186,Active,0.09,0.10352464189715
L,8319,86,116,6100,6207.19,0.16,0.4,0.1476,Active,0.22,0.258172391618198
L,8320,86,226,700,762.61,0.18,0.4,0.161,Active,0.64,0.766219112397958
L,8321,86,156,4600,4934.39,0.19,0.8,0.2617,Active,0.96,1.16087961375096
L,8322,86,216,8800,9218.1,0.11,0.2,0.0921,Active,0.93,1.03813860552675
L,8323,86,176,3100,3191.89,0.06,0.3,0.083,Active,0.44,0.467208080479958
L,8324,86,236,900,993.59,0.17,0.5,0.1747,Active,0.18,0.213354873237666
L,8325,86,156,200,209.72,0.2,0.4,0.175,Active,0.92,1.12369053750736
L,8326,86,206,2500,2591.19,0.06,0.2,0.0766,Active,0.03,0.0318550963963608
L,8327,86,176,8800,9428.57,0.14,0.8,0.2,Active,0.87,1.00073820500579
L,8328,86,156,1400,1433.87,0.07,0.3,0.0871,Active,0.02,0.0214501636250843
L,8329,86,186,3100,3284.52,0.12,0.6,0.15,Active,0.65,0.732872953526594
L,8330,86,196,1300,1349.43,0.07,0.3,0.0871,Active,0.04,0.0429003272501687
L,8331,86,146,400,406.45,0.01,0.7,0.0677,Active,0.28,0.282814046783567
L,8332,86,206,5800,6138.89,0.12,0.4,0.1227,Active,0.97,1.09367194603199
L,8333,86,206,500,525.21,0.15,0.2,0.1059,Active,0.38,0.441497012236748
L,8334,86,116,7400,7576.19,0.2,0.5,0.2,Active,0.85,1.03819234443614
L,8335,86,116,7500,7643.75,0.18,0.4,0.161,Active,0.73,0.873968675078921
L,8336,86,196,9000,9401.5,0.07,0.5,0.1022,Active,0.59,0.632779826939988
L,8337,86,186,1800,1881.29,0.13,0.3,0.1138,Active,0.88,1.00216897732567
L,8338,86,216,1300,1383.63,0.07,0.8,0.1247,Active,0.9,0.965257363128795
L,8339,86,166,6200,6329.31,0.01,0.5,0.0657,Active,0.83,0.838341638679859
L,8340,86,206,2000,2066.1,0.02,0.4,0.0694,Active,0.92,0.938585232824615
L,8341,86,146,300,311.34,0.15,0.5,0.1588,Active,0.21,0.243985190972939
L,8342,86,226,1800,1933.7,0.17,0.3,0.1337,Active,0.19,0.225207921750869
L,8343,86,216,8100,8573.43,0.17,0.2,0.1133,Active,0.78,0.924537784029885
L,8344,86,136,9300,9502.05,0.16,0.2,0.1095,Active,0.98,1.15004065357197
L,8345,86,146,9300,9540.25,0.06,0.7,0.1085,Active,0.98,1.04059981561445
L,8346,86,196,6000,6192.5,0.02,0.6,0.0735,Active,0.21,0.214242281405619
L,8347,86,106,1100,1109.21,0.09,0.4,0.1055,Active,0.2,0.218834856741042
L,8408,87,227,1000,1124.33,0.16,0.8,0.2238,Active,0.42,0.49287456581656
L,8409,87,197,5000,5264.09,0.19,0.2,0.121,Active,0.01,0.0120924959765725
L,8410,87,217,5100,5335.47,0.05,0.5,0.0895,Active,0.85,0.89358043191962
L,8411,87,237,2400,2639.86,0.19,0.4,0.1679,Active,0.23,0.278127407461168
L,8412,87,227,5800,6088.07,0.06,0.4,0.0894,Active,0.15,0.159275481981804
L,8413,87,237,3200,3445.14,0.13,0.4,0.1287,Active,0.87,0.990780693492421
L,8414,87,167,8200,8377.02,0.03,0.2,0.068,Active,0.38,0.391572722902336
L,8415,87,217,4700,5066.6,0.14,0.5,0.1512,Active,0.13,0.14953559385144
L,8416,87,147,9100,9437.13,0.1,0.8,0.1556,Active,0.77,0.850981606918249
L,8417,87,137,3100,3148.71,0.04,0.4,0.0792,Active,0.81,0.843056727095834
L,8418,87,227,1300,1403.78,0.13,0.5,0.1437,Active,0.49,0.558025907829065
L,8419,87,177,8800,9006.49,0.01,0.5,0.0657,Active,0.13,0.131306521720942
L,8420,87,187,7000,7243.06,0.04,0.6,0.0875,Active,0.27,0.281018909031945
L,8421,87,217,9400,10061.43,0.12,0.5,0.1364,Active,0.54,0.608848299852863
L,8422,87,127,3200,3290.06,0.12,0.8,0.1773,Active,0.62,0.699048047979213
L,8423,87,197,5500,5773.21,0.13,0.3,0.1138,Active,0.27,0.307483663497648
L,8424,87,107,5400,5442.86,0.08,0.4,0.1,Active,0.88,0.953292619553964
L,8425,87,167,6600,6909.26,0.16,0.4,0.1476,Active,0.19,0.222967065488444
L,8426,87,177,3500,3838.38,0.18,0.9,0.2707,Active,0.55,0.658469549716996
L,8427,87,177,3000,3102.32,0.12,0.2,0.0955,Active,0.34,0.383348929536988
L,8428,87,207,5800,6036.7,0.09,0.2,0.0857,Active,0.12,0.131300914044625
L,8429,87,107,6900,6954.16,0.13,0.2,0.0989,Active,1,1.13882838332462
L,8430,87,217,2100,2252.97,0.15,0.4,0.1412,Active,0.56,0.650627175927839
L,8431,87,157,8800,9247.09,0.18,0.5,0.1829,Active,0.33,0.395081729830197
L,8432,87,107,5400,5428.16,0.01,0.5,0.0657,Active,0.03,0.030301505012525
L,8433,87,167,5800,6036.97,0.13,0.4,0.1287,Active,0.37,0.42136650183011
L,8434,87,117,300,302.48,0.02,0.4,0.0694,Active,0.83,0.846767112222207
L,8435,87,177,7000,7236.5,0.07,0.4,0.0946,Active,0.61,0.654229990565072
L,8436,87,157,3500,3592.85,0.12,0.2,0.0955,Active,0.78,0.879447544231913
L,8437,87,207,5800,6101.32,0.12,0.3,0.1091,Active,0.67,0.755422890558182
L,8438,87,137,9600,9852,0.07,0.9,0.1323,Active,0.72,0.772205890503036
L,8439,87,187,8700,8946.5,0.02,0.5,0.0714,Active,0.71,0.724342951418997
L,8440,87,137,7900,8255.5,0.18,0.7,0.2268,Active,0.95,1.13735649496572
L,8441,87,197,7100,7396.9,0.04,0.8,0.0958,Active,0.55,0.572445925805814
L,8442,87,157,600,622.48,0.14,0.4,0.1349,Active,0.34,0.391093091611457
L,8443,87,237,7900,8625.11,0.17,0.4,0.1542,Active,0.35,0.414856697962128
L,8444,87,127,3400,3456.94,0.09,0.4,0.1055,Active,0.78,0.853455941290064
L,8445,87,177,6900,7173.78,0.1,0.4,0.1111,Active,1,1.10517091807565
L,8446,87,127,4500,4599.29,0.18,0.3,0.139,Active,0.11,0.131693909943399
L,8447,87,207,7800,8087.11,0.03,0.5,0.0773,Active,0.24,0.247309088148844
L,8448,87,217,7100,7371.77,0.03,0.4,0.0742,Active,0.75,0.772840900465138
L,8449,87,157,6400,6740.27,0.19,0.5,0.1914,Active,0.8,0.967399678125801
L,8450,87,117,7500,7678.57,0.14,0.8,0.2,Active,0.68,0.782186183222915
L,8451,87,147,1000,1033.71,0.11,0.6,0.1416,Active,0.48,0.535813473820258
L,8452,87,137,300,311.9,0.2,0.5,0.2,Active,0.62,0.757269710059305
L,8453,87,167,3600,3720.34,0.05,0.8,0.1053,Active,1,1.05127109637602
L,8454,87,147,2800,2880.67,0.19,0.2,0.121,Active,0.66,0.798104734453786
L,8455,87,227,2300,2470.84,0.17,0.3,0.1337,Active,0.65,0.770448153358238
L,8456,87,127,7600,7834.15,0.15,0.7,0.1941,Active,0.13,0.151038451554677
L,8457,87,147,6500,6668.85,0.12,0.3,0.1091,Active,0.45,0.507373583210719
L,8458,87,167,700,743.38,0.17,0.6,0.1952,Active,0.64,0.758595104845034
L,8459,87,167,6800,7006.16,0.12,0.2,0.0955,Active,0.15,0.169124527736906
L,8460,87,127,200,202.34,0.05,0.2,0.0737,Active,0.23,0.241792352166486
L,8461,87,147,8200,8328.27,0.01,0.5,0.0657,Active,0.2,0.202010033416834
L,8462,87,187,8500,8920.62,0.07,0.8,0.1247,Active,0.97,1.04033293581659
L,8463,87,187,6900,7447.62,0.14,0.8,0.2,Active,0.43,0.494617733508608
L,8464,87,117,3700,3729.64,0.02,0.3,0.0673,Active,0.1,0.102020134002676
L,8465,87,137,1000,1044.4,0.16,0.8,0.2238,Active,0.08,0.0938808696793448
L,8466,87,227,8400,8866.67,0.08,0.4,0.1,Active,0.1,0.108328706767496
L,8467,87,157,400,415.44,0.18,0.3,0.139,Active,0.87,1.04157910591597
L,8468,87,107,1400,1409.68,0.07,0.3,0.0871,Active,0.64,0.686405236002699
L,8469,87,187,7900,8303.46,0.13,0.4,0.1287,Active,0.54,0.614967326995296
L,8470,87,217,4100,4302.2,0.09,0.3,0.0956,Active,0.97,1.06134905519405
L,8471,87,117,2400,2441.06,0.13,0.5,0.1437,Active,0.43,0.489696204829587
L,8472,87,127,2300,2352.46,0.13,0.5,0.1437,Active,0.7,0.797179868327235
L,8473,87,147,4800,4964.23,0.13,0.5,0.1437,Active,0.76,0.865509571326713
L,8474,87,157,1100,1124.32,0.07,0.2,0.0796,Active,0.45,0.482628681564397
L,8475,87,177,4900,5147.1,0.15,0.4,0.1412,Active,0.4,0.464733697091313
L,8476,87,117,3600,3627.69,0.01,0.4,0.0646,Active,0.92,0.929246153717435
L,8477,87,197,6600,6894.72,0.14,0.2,0.1023,Active,0.64,0.736175231268625
L,8478,87,187,8500,8780.97,0.04,0.5,0.0833,Active,0.22,0.228978370322325
L,8479,87,167,9500,9738.86,0.04,0.4,0.0792,Active,0.07,0.0728567541934672
L,8480,87,177,7500,7972.77,0.15,0.6,0.1765,Active,0.79,0.917849051755344
L,8481,87,127,1500,1541.33,0.13,0.7,0.1736,Active,0.49,0.558025907829065
L,8482,87,197,4300,4471.37,0.08,0.3,0.0913,Active,0.87,0.942459748877214
L,8483,87,117,10000,10210.12,0.15,0.6,0.1765,Active,0.96,1.11536087301915
L,8484,87,127,8300,8519.62,0.16,0.5,0.1667,Active,0.08,0.0938808696793448
L,8485,87,157,6400,6558.04,0.1,0.2,0.0889,Active,0.1,0.110517091807565
L,8486,87,207,7100,7690.65,0.17,0.5,0.1747,Active,0.31,0.367444503909313
L,8487,87,107,5300,5346.73,0.1,0.4,0.1111,Active,0.66,0.729412805929928
L,8488,87,207,4900,5270.53,0.15,0.5,0.1588,Active,0.67,0.77842894262795
L,8489,87,217,7100,7740.97,0.2,0.4,0.175,Active,0.26,0.317564717121644
L,8490,87,127,3300,3381.5,0.1,0.8,0.1556,Active,0.64,0.707309387568415
L,8491,87,117,3800,3834.65,0.06,0.2,0.0766,Active,0.93,0.987507988287185
L,8492,87,157,700,713.22,0.03,0.2,0.068,Active,0.04,0.0412181813581407
L,8493,87,167,4000,4156.83,0.15,0.3,0.1235,Active,0.9,1.04565081845545
L,8494,87,157,7700,7945.76,0.06,0.8,0.1149,Active,0.37,0.392879522221783
L,8495,87,217,800,826.66,0.01,0.4,0.0646,Active,0.93,0.939346655388276
L,8496,87,147,600,609.09,0.01,0.3,0.0636,Active,0.09,0.0909045150375751
L,8497,87,197,2500,2604.22,0.12,0.2,0.0955,Active,0.58,0.653948173916038
L,8498,87,207,4300,4691.91,0.19,0.5,0.1914,Active,0.38,0.459514847109756
L,8581,88,238,1600,1675.81,0.07,0.2,0.0796,Active,0.89,0.954532281316253
L,8582,88,178,300,312.71,0.14,0.3,0.1186,Active,0.78,0.897213563108637
L,8583,88,178,2300,2464.29,0.2,0.5,0.2,Active,0.49,0.598487351498483
L,8584,88,118,4200,4231.8,0.01,0.3,0.0636,Active,0.93,0.939346655388276
L,8585,88,208,9600,9963.89,0.07,0.2,0.0796,Active,0.31,0.332477536188807
L,8586,88,148,500,508.93,0.04,0.3,0.075,Active,0.39,0.405916201935031
L,8587,88,238,900,950.68,0.07,0.4,0.0946,Active,0.54,0.579154417877277
L,8588,88,128,700,707.41,0.04,0.1,0.0667,Active,0.02,0.0208162154838478
L,8589,88,188,7900,8148.29,0.04,0.4,0.0792,Active,0.77,0.801424296128139
L,8639,89,129,8300,8414.09,0.03,0.8,0.0866,Active,0.57,0.587359084353505
L,8640,89,159,4200,4319.12,0.06,0.6,0.1021,Active,0.06,0.0637101927927216
L,8641,89,209,9700,10202.09,0.08,0.5,0.1087,Active,0.96,1.03995558496796
L,8642,89,189,4900,5048.94,0.06,0.2,0.0766,Active,0.13,0.138038751050897
L,8643,89,219,2300,2477.98,0.2,0.3,0.15,Active,0.88,1.07483442718095
L,8644,89,149,1500,1573.14,0.16,0.7,0.2048,Active,0.4,0.469404348396724
L,8645,89,159,2800,2859.58,0.06,0.2,0.0766,Active,0.41,0.435352984083597
L,8646,89,129,600,608.7,0.08,0.3,0.0913,Active,0.42,0.454980568423483
L,8647,89,209,1400,1463.07,0.07,0.4,0.0946,Active,0.3,0.321752454376265
L,8648,89,189,6500,6724.66,0.07,0.3,0.0871,Active,0.85,0.911631954066084
L,8649,89,219,200,217.2,0.16,0.5,0.1667,Active,0.98,1.15004065357197
L,8650,89,129,5600,5658.04,0.02,0.2,0.0653,Active,0.42,0.428484562811237
L,8651,89,189,3700,3898.07,0.14,0.4,0.1349,Active,0.73,0.839699873165776
L,8652,89,129,5000,5059.52,0.04,0.3,0.075,Active,0.25,0.260202693548097
L,8653,89,169,7800,8085.75,0.09,0.5,0.1154,Active,0.43,0.47049494199324
L,8654,89,179,8500,8819.66,0.05,0.8,0.1053,Active,0.43,0.45204657144169
L,8655,89,109,7500,7542.5,0.02,0.5,0.0714,Active,0.48,0.489696643212843
L,8656,89,239,2300,2623.23,0.17,0.8,0.2361,Active,0.61,0.723035959305423
L,8657,89,219,8100,8381.22,0.02,0.3,0.0673,Active,0.74,0.754948991619799
L,8658,89,239,600,631.11,0.07,0.3,0.0871,Active,0.29,0.311027372563723
L,8659,89,209,600,657.14,0.2,0.5,0.2,Active,1,1.22140275816017
L,8660,89,109,7400,7488.1,0.2,0.3,0.15,Active,0.31,0.378634855029653
L,8661,89,219,400,456.75,0.2,0.8,0.275,Active,0.96,1.17254664783376
L,8662,89,239,2200,2419.87,0.19,0.4,0.1679,Active,0.88,1.06413964593838
L,8663,89,209,1500,1559.29,0.06,0.3,0.083,Active,0.85,0.902561064563556
L,8664,89,109,1800,1820.53,0.13,0.5,0.1437,Active,0.86,0.979392409659175
L,8665,89,129,4100,4220.85,0.16,0.6,0.1857,Active,0.88,1.03268956647279
L,8666,89,169,9100,9558.18,0.13,0.6,0.1586,Active,0.23,0.261930528164663
L,8667,89,149,1300,1339.84,0.13,0.4,0.1287,Active,0.68,0.774403300660743
L,8668,89,189,6100,6352.96,0.11,0.3,0.1045,Active,0.66,0.736743526502855
L,8669,89,219,2100,2208.33,0.1,0.3,0.1,Active,0.44,0.486275203953285
L,8670,89,109,4600,4633.48,0.04,0.7,0.0917,Active,0.84,0.874281050321606
L,8671,89,199,1100,1150.18,0.11,0.3,0.1045,Active,0.11,0.122790587750476
L,8672,89,149,3600,3685.71,0.08,0.4,0.1,Active,0.93,1.00745697293771
L,8673,89,129,5100,5172.45,0.05,0.5,0.0895,Active,0.45,0.473071993369211
L,8674,89,219,8300,8979.94,0.15,0.5,0.1588,Active,0.18,0.209130163691091
L,8675,89,179,1800,1841.98,0.02,0.2,0.0653,Active,0.59,0.601918790615786
L,8676,89,129,2900,2938.44,0.03,0.7,0.0835,Active,0.27,0.27822272416745
L,8677,89,139,4100,4229.18,0.15,0.5,0.1588,Active,0.84,0.975940763891758
L,8678,89,119,10000,10085,0.02,0.5,0.0714,Active,0.82,0.83656509882194
L,8679,89,209,7600,7969.87,0.07,0.5,0.1022,Active,0.53,0.568429336064735
L,8680,89,139,4100,4203.88,0.06,1,0.1277,Active,0.99,1.05121818107991
L,8681,89,199,7000,7358.11,0.07,0.7,0.1172,Active,0.22,0.235951799875928
L,8682,89,149,6500,6596.88,0.01,0.2,0.0626,Active,0.84,0.848442140350701
L,8683,89,189,1500,1542.32,0.03,0.3,0.0711,Active,0.37,0.381268177562801
L,8684,89,109,7400,7496.08,0.12,0.7,0.1636,Active,0.28,0.315699118442225
L,8685,89,219,4100,4234.52,0.01,0.3,0.0636,Active,0.65,0.656532608604709
L,8686,89,109,200,202.14,0.14,0.4,0.1349,Active,0.85,0.977732729028643
L,8687,89,139,4200,4271.67,0.14,0.1,0.086,Active,0.64,0.736175231268625
L,8688,89,159,700,719.44,0.1,0.3,0.1,Active,0.44,0.486275203953285
L,8689,89,149,5800,5995.54,0.11,0.6,0.1416,Active,0.25,0.279069517614718
L,8690,89,139,1800,1862.5,0.2,0.4,0.175,Active,0.66,0.806125820385712
L,8691,89,239,5200,5429.67,0.03,0.4,0.0742,Active,0.75,0.772840900465138
L,8692,89,179,9500,9754.46,0.04,0.3,0.075,Active,0.88,0.915913481289302
L,8693,89,229,5200,5571.51,0.16,0.3,0.1286,Active,0.95,1.11483532744222
L,8694,89,219,2800,2969.14,0.18,0.2,0.1171,Active,0.27,0.323248688042889
L,8695,89,139,2300,2351.7,0.17,0.2,0.1133,Active,0.41,0.48597498904135
L,8696,89,239,2400,2509.43,0.06,0.2,0.0766,Active,0.29,0.307932598498154
L,8697,89,209,1400,1470.6,0.15,0.2,0.1059,Active,0.87,1.01079579117361
L,8698,89,239,8600,8995.7,0.03,0.5,0.0773,Active,0.55,0.566749993674434
L,8699,89,229,7400,7676.68,0.02,0.3,0.0673,Active,0.01,0.0102020134002676
L,8700,89,129,8500,8589.99,0.01,0.6,0.0667,Active,0.64,0.646432106933868
L,8701,89,149,4100,4250.53,0.17,0.4,0.1542,Active,0.2,0.237060970264073
L,8702,89,129,1100,1117.46,0.1,0.3,0.1,Active,0.26,0.287344438699668
L,8703,89,229,4100,4280.4,0.04,0.4,0.0792,Active,0.83,0.863872942579682
L,8704,89,189,1500,1569.7,0.18,0.2,0.1171,Active,0.91,1.08946780044085
L,8705,89,229,1200,1311.13,0.16,0.5,0.1667,Active,0.88,1.03268956647279
L,8706,89,139,3800,3961.95,0.19,0.6,0.2148,Active,0.48,0.580439806875481
L,8707,89,119,8600,8677.3,0.02,0.7,0.0755,Active,0.53,0.540706710214181
L,8708,89,239,6800,7299.88,0.15,0.3,0.1235,Active,0.26,0.302076903109354
L,8709,89,209,100,105.58,0.18,0.2,0.1171,Active,0.81,0.969746064128666
L,8710,89,169,1100,1138.8,0.1,0.4,0.1111,Active,0.01,0.0110517091807565
L,8711,89,209,8700,9043.86,0.06,0.3,0.083,Active,0.95,1.00874471921809
L,8712,89,159,900,917.35,0.02,0.4,0.0694,Active,0.14,0.142828187603746
L,8713,89,239,1900,1995.23,0.05,0.4,0.0842,Active,0.02,0.0210254219275205
L,8714,89,229,100,104.38,0.05,0.3,0.0789,Active,0.04,0.042050843855041
L,8715,89,229,2600,2694.9,0.01,0.5,0.0657,Active,0.84,0.848442140350701
L,8716,89,169,1300,1364.22,0.1,0.8,0.1556,Active,0.73,0.806774770195223
L,8717,89,149,7000,7159.17,0.12,0.2,0.0955,Active,0.64,0.721597985010801
L,8718,89,219,6200,6652.9,0.11,0.6,0.1416,Active,0.77,0.859534114253331
L,8719,89,169,8800,9094.73,0.09,0.4,0.1055,Active,0.21,0.229776599578094
L,8720,89,169,2700,2810.74,0.11,0.5,0.1292,Active,0.24,0.267906736910129
L,8721,89,119,4900,4942.88,0.02,0.6,0.0735,Active,0.87,0.887575165823278
L,8722,89,209,9600,10057.14,0.08,0.4,0.1,Active,0.73,0.79079955940272
L,8723,89,179,4600,4721.08,0.05,0.2,0.0737,Active,0.43,0.45204657144169
L,8724,89,109,1600,1612.03,0.05,0.6,0.0947,Active,0.85,0.89358043191962
L,8725,89,129,3000,3070.29,0.16,0.4,0.1476,Active,0.7,0.821457609694267
L,8726,89,189,3300,3518.3,0.16,0.5,0.1667,Active,0.97,1.13830554486206
L,8727,89,179,9900,10145.38,0.02,0.4,0.0694,Active,0.6,0.612120804016053
L,8728,89,199,1200,1251.8,0.13,0.2,0.0989,Active,0.55,0.626355610828542
L,8729,89,149,1700,1770.27,0.13,0.7,0.1736,Active,0.48,0.546637623995818
L,8730,89,159,9200,9605.82,0.15,0.5,0.1588,Active,0.37,0.429878669809465
L,8731,89,139,9700,10084.92,0.2,0.5,0.2,Active,0.07,0.0854981930712119
L,8732,89,199,8900,9166.89,0.01,0.8,0.0687,Active,0.19,0.191909531745992
L,8733,89,109,9500,9613.1,0.2,0.3,0.15,Active,0.83,1.01376428927294
L,8734,89,109,8300,8388.07,0.17,0.3,0.1337,Active,0.03,0.035559145539611
L,8735,89,109,7000,7124.33,0.16,0.8,0.2238,Active,0.7,0.821457609694267
L,8736,89,119,4900,4939.26,0.02,0.3,0.0673,Active,0.24,0.244848321606421
L,8737,89,159,3400,3503.42,0.16,0.2,0.1095,Active,0.74,0.86839804453394
L,8830,90,140,3500,3585.21,0.12,0.4,0.1227,Active,0.65,0.732872953526594
